x,y,z,token
17.101906,-10.351086,5.135134,devils
24.921396,-12.323137,-0.24231404,ruler
1.347848,4.464594,1.4324802,nights
21.930086,-15.535651,11.897979,philip
-20.721735,11.1552,0.31420904,plainly
-14.720395,-12.956104,5.0859575,contrary
-22.651854,-12.765446,2.0890903,aware
-12.925345,-7.3876367,19.615446,m_sure
17.42622,5.4005413,8.914417,spear
-32.842533,-14.672989,-0.70344794,resolution
10.610958,-15.247092,-9.600901,wonders
-24.337172,5.7039127,16.229897,interrupted
-0.9731634,14.49918,-6.7345705,island
31.415567,0.3369474,3.3678143,villages
15.505951,10.624092,2.1450665,bodies
-13.201126,-5.375179,3.2109725,dangerous
22.235943,-11.351489,2.337186,pharisees
-20.257048,-8.208935,-0.3081609,considering
-9.246455,-19.283056,-6.8199797,compassion
-20.4504,-19.518671,-4.498379,courage
0.27244088,-23.613237,18.750708,heare
27.228924,17.960392,-9.331224,upper
25.816103,-17.916538,-7.3621845,slept
1.3881739,-5.0307784,-11.788445,dread
25.198513,-6.4701586,-12.582212,trespass
24.137241,15.30925,-14.933781,cunning
-0.4395358,-5.511701,13.905846,safely
-8.222382,27.722872,8.156796,leaning
-24.052439,15.986066,1.4420002,few_minutes
17.439201,-9.231769,0.6002216,healed
-12.622273,0.65577704,22.91033,wheeler
18.736607,-15.829823,6.4952726,daniel
-3.900857,12.006521,-4.893444,chase
-0.9846669,-4.680099,-4.8271127,memory
-20.463165,9.37838,15.139982,ben
-1.0669204,22.598326,-0.77694684,breaking
4.082035,-26.898249,-12.044034,commit
-6.113689,29.936876,6.9502854,sprang
-15.989169,-8.29492,16.363758,charming
-16.49682,-19.273245,-7.0874834,questions
15.725042,-18.357038,-6.8110642,gifts
28.67478,-0.87822324,-13.612958,burnt_offerings
13.244162,-24.62714,-3.0261118,amen
8.46235,-30.1002,3.375298,canst
9.241635,-10.30207,-28.545607,sell
22.676405,-28.434511,-4.651097,afterward
14.7293625,-2.8115144,-14.688368,bitter
27.600933,-2.765856,-0.15736328,edom
-16.171022,20.625088,9.571026,stairs
20.847347,2.8838024,6.9064674,chariot
-13.025436,-13.830665,-17.172441,continual
22.527565,-18.196663,5.363656,elijah
-30.901121,-7.2182627,-6.4123135,admiration
-7.4358788,22.794088,5.418421,shouted
27.129211,13.358445,-3.9333775,hanging
-25.542759,6.3693733,-8.592618,produced
8.836657,-4.241056,-23.596388,weep
-0.35743666,-24.932821,15.94796,feare
2.208519,-22.161678,20.45542,cassius
-2.123398,0.13896464,-19.250679,wealth
9.248645,14.947005,6.115335,row
-28.003498,-4.396453,5.3064375,affair
2.5428915,-1.9959068,-11.68937,holds
17.92815,14.841752,-12.813271,forest
-20.135386,11.56362,17.79899,loveit
-15.415216,20.988173,1.6596568,rooms
28.5132,-1.0647436,-13.251658,sacrifices
0.23192303,22.510286,3.9583654,lamp
-9.820536,15.265036,-19.075466,gay
-0.025558632,-3.5649307,6.7970276,fashion
25.7737,-2.3665977,-16.78919,abundance
-26.05631,15.0786,-5.4127436,expression
25.56146,-6.139441,-0.4918466,gathered_together
3.7443748,24.859205,13.989785,knife
-23.465513,-11.653293,4.03787,wanting
24.731604,-8.115826,-3.2016892,rulers
-18.665092,12.722996,14.105549,sigh
-28.77568,-14.673416,5.8622155,disposed
7.9501505,9.59792,5.557214,train
-27.66689,-2.7969196,-10.522982,private
-22.00048,-11.615328,3.6327214,sufficient
3.2185893,15.018242,8.24052,carrying
-2.22559,-2.702875,-17.020046,laws
30.43607,-10.879738,6.458364,jehoshaphat
9.129818,7.86729,0.094508216,sounds
-25.412477,-20.781174,-1.7695075,misery
-0.62536645,35.72889,6.7227154,aloft
0.5492815,-7.423097,-12.683711,fate
32.166626,-0.4269229,-9.888242,images
-3.0687785,36.15372,7.4363604,moby_dick
2.355023,11.033498,22.645308,guinea
-15.053975,16.851395,-2.218637,speed
-14.532634,-18.074612,5.16455,explain
18.584427,-17.218307,-12.237217,hearkened
28.915796,-0.34120458,-14.126212,peace_offerings
-21.25582,-2.7311203,-6.168868,friendly
1.8071086,1.8941209,-15.701079,paradise
14.910155,-15.602191,2.9877193,job
-2.3321784,-8.00284,-14.985989,mankind
-4.713541,-13.47462,-4.7177825,neighbours
-5.9436703,15.634041,-18.315378,final
-21.766588,-12.079014,-2.745059,smallest
8.655643,-24.536951,9.94052,alas
-16.708382,14.999097,0.24078517,direction
-30.00531,-1.1950889,13.331511,perry
19.100063,4.645199,-9.052353,ashes
-3.1033673,23.583555,16.699661,trembling
-9.263071,-20.116034,1.9013602,continue
-0.02568289,21.886286,17.784235,carefully
11.466864,15.930462,-2.4195304,midnight
1.8809893,1.8376541,10.329806,start
-8.204516,5.0768356,10.941373,exeunt
-3.8749957,26.943937,0.96298003,flew
-30.605028,7.727647,0.20734335,entrance
-18.938356,-5.2198515,20.118576,somebody
14.76423,-18.029556,-10.074691,forsaken
-27.51445,-19.115374,-4.831795,earnest
6.381807,-11.648815,-11.467291,cruel
8.47578,17.924768,-10.458162,o_er
33.34979,-5.3344765,12.08838,fifth
-8.055557,2.062058,20.81577,harpooneer
37.43103,-5.284142,-1.507221,ten_thousand
-21.658688,11.951096,15.993587,fisher
-7.6588407,29.438227,9.988596,hurried
-10.717881,-2.673985,23.195322,e
0.35812375,0.9025413,16.96481,merry
-8.522673,-18.18826,1.3670505,gain
-9.568835,-15.593216,7.743089,attend
2.1979473,-23.92717,17.840816,looke
-14.055903,21.426588,20.344141,bildad
-8.014955,3.4464035,22.266878,game
-20.023458,1.9767655,18.657818,william
3.1852093,17.560163,14.904524,shoes
-9.62271,26.197374,-8.74932,brow
19.647808,17.44231,-10.9286175,smell
14.17997,-11.625219,-16.589243,shed
-14.068093,21.39632,20.36496,peleg
-9.950332,-7.1936636,-17.300362,treasure
-5.680893,-7.7824144,-23.73138,discovered
20.828522,4.683003,-19.771246,harvest
-28.974817,-1.4203523,5.476354,agreed
0.3528868,8.212688,-29.916153,aloud
24.248827,-4.94986,8.516213,abode
1.4914521,-10.223323,-2.1504664,yield
1.3305205,-15.343314,-1.5214237,remove
4.1491246,28.58182,12.283642,rope
0.902623,9.580349,-1.5870584,sailors
1.9884056,7.2870646,-12.267562,hidden
19.137585,7.9482837,-17.485865,fruits
-2.8214328,20.600967,6.511496,seated
22.606743,-7.524817,-4.69874,lords
0.9243578,3.0059404,-14.383158,direct
35.788845,-12.223299,-6.714993,dan
15.095797,-16.348896,-10.365764,despised
-4.0002494,6.6608424,-22.57932,approach
-19.078144,-22.05471,-6.022505,express
-5.7076783,17.84067,21.688448,rabbit
-10.23274,26.004765,8.16085,staring
-12.253279,-3.8589551,-18.336454,alike
-32.91336,-13.603339,-4.671538,gratitude
-27.022182,-12.828061,-0.41660634,suffering
5.3927956,-18.258945,9.605307,bloody
29.298674,-7.659504,-5.0804873,judges
-11.044235,-20.68195,-4.31417,refused
6.1214585,27.45756,11.723516,steel
9.215338,-10.916628,-11.7927265,vengeance
4.373018,2.4819555,-3.6572874,dying
-25.92257,-3.5232356,7.2421865,occurred
-15.9059725,11.438688,4.521831,orders
5.0390453,-15.447527,-15.71368,abomination
13.275156,-26.601337,-8.540887,dominion
9.849548,-25.675087,-0.28835648,beseech
-25.193745,-20.603256,-10.803289,language
14.674986,-24.51115,-9.868599,exalted
4.8108425,-24.247154,4.73432,maker
-5.8760667,30.266806,3.331812,stern
-10.222682,-8.79078,7.4535985,idle
-4.9592333,7.8724885,-15.41375,wondrous
28.475014,5.9707627,-14.778249,wheat
7.347651,26.534124,-10.127552,shining
-9.793816,13.334152,9.877045,throat
5.82384,-15.599773,16.082258,rome
16.90618,-11.536762,13.816687,michael
24.024143,-16.473986,9.472382,simon
-5.9626718,-7.346778,-13.846937,spiritual
-11.395045,-19.335468,5.4918013,enjoy
-18.20469,16.821514,12.237582,landlady
-23.493977,9.317497,1.4591337,impatient
11.971913,-22.31286,-12.891259,bringeth
18.534483,2.0782626,-8.527085,devour
21.100159,-5.762733,-20.126772,foundation
-29.511776,-5.3613563,13.5872555,mrs_smith
-10.240628,16.658827,-17.744825,busy
8.647485,20.13141,10.03793,lean
-22.948675,-15.092278,-13.157907,terms
-0.53444326,4.620661,-15.914229,universe
7.3992686,23.88276,-7.8169503,wheels
8.267849,-15.942453,-18.27118,exceeding
-18.27376,25.457136,4.7127028,somewhere
-29.803596,-8.740853,0.3735535,required
-10.77236,-18.997404,-16.070036,ceased
-4.0377836,-19.464346,-2.6291509,endure
22.473007,-20.300964,-4.7493052,sware
5.149081,23.284834,-8.90921,rolling
-0.49440786,-24.771425,16.604733,thinke
5.3794413,23.649294,14.452933,bag
13.512119,6.921378,-10.218818,hail
5.076975,-28.325985,4.007633,wast
13.165599,-11.937091,4.063213,helped
-5.650594,-19.011845,-16.602106,rejoiced
-19.958117,-6.9325085,19.36462,luck
-17.440605,-7.1987324,14.099809,clever
17.337708,-7.806349,-11.970132,dwelling
4.045469,15.501129,-13.640194,globe
-29.825912,1.0297112,13.3850565,palmer
-4.508002,-0.52933,15.033738,plenty
-0.19041492,6.458617,-30.98462,crying
18.009369,-12.647307,-14.486096,abominations
-30.404127,-16.278742,-3.350356,wishes
15.365849,-23.751331,8.168558,harp
-1.8828413,-0.12080995,-15.640389,ages
-31.98482,12.381317,1.5432626,parted
-34.674675,0.51821274,-1.6964484,spend
16.873446,-6.4381156,-19.352867,ox
-26.605452,13.870323,0.09580722,listened
14.064568,-0.17514859,-8.980453,root
-18.13383,6.085791,14.864834,de_grey
15.747268,-26.118032,-6.1504974,majesty
20.286242,-14.183083,-7.787961,78
-2.5730217,28.517859,9.385299,car
-9.855141,-17.850033,4.174745,belong
-2.2774618,13.607795,16.298332,playing
-14.825248,-7.565204,18.063303,ay
7.2450986,-6.1980724,2.1151905,virgin
-16.978369,4.9817667,21.27156,"----"""
3.142377,28.642263,9.711717,harpoon
-34.506214,-0.06991969,4.485205,uppercross
17.451263,3.2433796,-3.2959805,desert
-12.97515,-19.990564,15.193966,advice
16.517073,-4.735062,-14.7669115,hungry
-8.796191,-4.358886,-20.72004,male
-2.462385,25.140831,9.836636,pipe
30.140688,-0.66522205,-8.625394,brake
5.884797,1.6198934,-14.614643,flight
-22.13901,21.482763,2.52816,market
26.070871,-4.450285,-3.874275,captive
12.593133,6.5011005,0.28453767,shout
30.975391,3.5830057,-15.419848,rams
-4.3657103,-0.046083007,-19.302406,poems
2.2654827,-22.242712,20.390429,antony
-12.685657,-17.231585,-2.3788874,chose
21.26484,18.27233,9.825544,bearing
19.264988,-25.691177,0.05548844,55
-23.588657,-17.059431,-15.502379,amiable
-9.172531,16.028519,16.68947,bull
-0.6213709,-2.1449783,15.373217,thief
-24.683489,7.617348,11.920355,franklin
-5.681441,21.024446,-0.93620604,bore
-8.803914,-4.351836,-20.719572,female
-12.436312,-0.08519323,23.618916,bursal
6.179092,26.615467,13.786693,tied
-28.48435,-3.6922932,-7.455719,alarm
27.515558,-7.492025,5.803935,syria
21.811644,-12.216488,5.3125267,prayed
20.227543,0.36568633,0.16828094,slaughter
25.841074,-3.313214,-20.6808,passover
-9.395815,9.331812,-17.778076,horrible
20.573938,-16.075203,-9.311282,kindled
-13.081145,-16.459196,11.26898,offended
20.227701,-6.500273,-7.911612,countries
-29.120962,-11.439828,0.16427298,expectation
-30.491405,-3.599695,9.0000925,henrietta
1.4430724,33.883522,3.6119707,bows
-19.635233,-21.28913,0.46501395,proceed
17.004305,7.5211554,13.649467,horn
-18.986536,-9.579011,0.6866634,attached
17.388094,3.1951108,-15.158488,planted
24.740908,-14.828152,-2.1772203,household
-8.441552,-14.579139,10.832675,forgot
-13.437106,8.038927,-20.983368,lovely
2.2840614,26.587074,-7.9857025,lightning
12.784592,-19.621447,0.79529184,selah
5.701901,34.545868,-0.002950782,yards
-11.057371,-6.0271187,12.848792,gives
26.105448,9.046015,1.881777,chambers
9.029632,30.334806,8.629205,ivory
-20.12948,20.516811,6.246,inn
-16.39343,-13.441206,20.529982,anyone
-21.092602,-15.470873,-2.3948317,indifferent
-19.820154,-9.4537,9.040361,absolutely
-33.082962,-4.674359,-3.587766,invitation
1.768404,18.607819,18.83311,dressed
-29.834154,0.122845024,10.4042015,frank
-28.71055,1.4421812,12.721416,harville
15.932143,23.346357,-1.5874599,thin
7.003172,11.988039,-23.510937,shine
15.325943,4.7430573,6.8368497,wounded
-5.0918474,-5.330179,-17.161303,mystery
-8.66719,-13.708527,-17.945541,revealed
3.5128706,-6.237885,-12.798989,foe
19.12333,-12.662723,-8.603505,worshipped
-2.7081866,-19.490799,-9.900934,justified
8.396922,-23.124739,-16.355625,taketh
7.2283726,7.475022,22.175205,drinking
6.623329,-28.747242,4.172961,shouldest
-10.2525425,6.2500944,24.00881,chimney
6.189186,35.054855,5.295668,sails
-0.5244187,-21.152876,18.83912,againe
-32.28558,-14.616118,-6.3473454,concern
-11.029566,5.902648,16.773474,simply
9.118902,-26.399204,-13.584183,speaketh
-26.84958,-11.498766,-15.244376,humour
-2.1609519,-17.4718,11.852406,deed
-21.63587,-17.776566,-6.41365,credit
18.892931,-14.3001795,2.4312642,charged
13.017672,5.0915217,-22.466324,likeness
28.246147,8.585452,-1.706417,loins
4.0208273,18.932955,8.597388,coffin
1.6538091,-23.846487,-3.7470987,repent
21.356213,-4.4139066,-3.593901,smitten
-23.567392,3.451197,9.699922,message
-7.4569926,7.2996573,21.445541,pip
34.24683,-18.781178,-0.28700212,eleazar
34.918568,-13.025885,-5.965605,reuben
7.774512,-4.1242447,-23.6236,weeping
21.589592,12.851618,6.237186,chains
31.57615,-1.1120436,-0.24584907,amorites
17.203289,5.5202403,-16.389387,vine
-12.680192,-0.69489616,27.60885,exit
-31.553133,-5.7444544,2.1807969,hint
-1.4582592,19.318266,-21.034346,delicate
4.1903725,5.56216,-13.400664,immortal
-6.3602467,-17.366955,1.0045326,needs
-28.039543,-4.268904,10.68535,mrs_ferrars
1.6693718,18.656647,-15.701816,forms
-0.7916756,-19.25141,-9.373594,punishment
-5.1648955,10.589521,4.6180773,roman
5.330905,5.4799023,-11.971019,dreams
-12.799416,10.509793,21.276657,pointing
31.438858,-8.870904,1.3928049,hebron
3.7137833,16.169626,-19.30702,base
-1.5524818,1.5247896,-28.82579,pressed
-25.76259,-11.9377575,-13.456059,disposition
-34.249027,-0.9918808,3.743206,kellynch
-16.99564,-25.667524,5.5635886,offence
15.086214,5.311223,-21.386515,fowls
19.916891,15.549742,-6.980644,branch
-27.57463,11.267791,5.094643,watched
-10.882839,16.496164,3.412207,farm
3.7806814,18.036396,16.16796,pair
-2.1305707,21.229454,4.0180707,setting
35.04302,-12.383018,-6.2156515,gad
-4.4067082,14.776211,18.73038,margery
-9.662844,7.078779,22.727331,lawrence
-32.787964,2.4601436,8.9191475,parties
29.502497,10.219602,-14.767779,talents
-33.93585,-10.731041,-1.7171066,avoid
5.1077824,-12.038024,14.066474,ghost
-22.956678,-1.8117018,5.0940304,lately
-22.354279,-22.363222,-4.250971,overcome
-4.585164,29.283115,6.0756397,flung
-22.777468,6.8308206,10.37972,felix
31.917227,-15.040305,-3.6904316,levi
28.279161,2.1292906,1.5851476,lebanon
13.656093,22.715452,-2.4846282,colours
20.411507,-11.052568,-15.742006,defiled
-5.1819916,8.881646,-4.113329,whalemen
-23.970573,15.642398,1.1985308,listening
-4.6915345,2.0269077,-4.956975,parents
-9.116193,-22.91622,-9.194555,trusted
-36.064842,1.8577571,2.713861,settle
-27.40992,-17.18505,-1.4403518,necessity
-2.603456,4.6820054,-14.810081,visible
-15.394859,-4.784989,10.651605,anywhere
-4.365633,7.8919053,-5.004248,american
31.332714,-13.4643955,8.837144,governor
29.814667,-3.8671677,-14.610387,wave
-26.731838,-10.910544,1.7418166,success
11.009228,-28.394136,-2.6382182,gracious
24.726627,-1.036711,10.30528,galilee
-13.0350485,-15.137243,3.0410357,trial
-9.9624405,-2.5941355,27.7455,comrade
-27.966885,1.8877164,-6.465361,fears
31.09455,9.55731,-3.660205,scarlet
9.00126,24.669014,-11.03628,sunset
4.5058227,3.2668493,4.2912855,sleeping
27.407476,-1.1699561,-6.240709,assembly
-25.400152,3.9699876,9.011304,information
-1.3163568,-11.009653,8.68686,humble
-9.065541,-22.801327,-5.032735,deceived
-23.783451,2.8591092,-9.692315,action
13.922545,-1.9694958,4.0431476,eden
8.99551,30.073713,1.8001614,mass
3.3327465,-12.429052,-21.73397,bosom
-5.39919,-14.452736,-25.71352,younger
-20.164299,2.5034986,-17.81601,advance
-8.756215,-12.9887705,-13.726138,triumph
-0.33059832,12.675126,-20.975245,mild
-20.966568,5.432121,15.961856,sir_arthur
11.630038,-20.59594,8.494029,brothers
-12.63896,0.91370195,-8.9457855,remains
-15.06338,13.033613,16.550743,secretary
-3.9352489,-11.803506,1.9982947,reasons
3.407326,31.761797,3.8297722,craft
-16.902857,-22.524866,3.5052993,assured
-8.748144,21.490183,13.274449,marquis
-23.203575,-1.5354708,1.0762693,proceeded
7.9971848,-4.912007,-23.370386,mourning
18.220407,-13.694091,7.6462445,messenger
-0.7709265,-17.926579,-20.688095,confounded
-28.979437,-5.2405763,13.726668,miss_dashwood
23.324518,-6.312382,-14.357041,sanctify
-12.678328,23.813581,11.854132,steadily
-23.724936,-17.167044,-15.581346,pleasing
6.4310956,27.882198,7.988723,jaw
-17.907074,7.502401,21.095413,"""--"
-12.246021,-22.761726,3.9173841,accepted
15.053057,-7.2927723,-5.4679294,divide
0.7365125,15.175533,-7.191373,indian
19.598608,-17.714857,10.233976,jew
6.8170886,8.639039,6.9108567,wake
4.2233515,-5.6979694,2.3615475,lovers
-20.83916,-22.981527,0.26114225,delay
-29.876093,6.6472936,-14.35236,couple
-2.0167913,-3.6382277,0.9869849,murder
-15.999652,8.657018,24.36815,--'
5.369652,-12.399197,-0.19481933,yoke
-8.019443,-9.288254,-7.1294894,wit
-1.8696861,-18.932413,-13.1339445,guilty
-31.46494,-8.545787,-10.929552,expressed
-31.560183,7.665555,-9.487907,grove
29.912151,16.576975,-9.411905,measured
-34.4054,-7.246917,3.6502097,scheme
-10.719905,-8.322552,14.912657,wants
-17.196468,6.0638947,1.2356637,employed
-15.853361,16.257166,-17.291143,larger
8.1821785,13.482303,17.920944,pot
-6.7090573,9.646112,-14.418706,powerful
-24.584986,-17.09829,-7.9117765,constant
-31.171045,-0.16272704,-2.1218803,absence
-13.668882,-9.61333,17.17015,nonsense
-8.97176,-22.517368,-17.10035,recovered
-7.0691996,-7.5820327,-3.56894,hitherto
-23.17223,-10.584194,1.3878682,reasonable
20.627422,-26.816053,-0.62181383,54
-11.469264,-11.525046,-11.820868,safety
18.294302,-12.63018,-3.743732,decree
-23.035767,-0.11033896,-20.34764,presented
-20.432596,-7.4943614,-2.1067407,impression
-2.8265963,11.688748,21.953985,asleep
-2.1732566,-9.509333,1.4838147,?)
0.08913244,-0.9675499,-21.078032,sacred
9.976809,29.287228,1.452327,enormous
18.945879,-0.29908755,-16.250212,hang
13.364348,33.722355,4.040435,yard
17.72755,6.273991,9.499901,staff
31.238468,15.731356,-6.6727457,wing
17.159733,17.613544,-0.9395778,roots
22.462786,-10.929806,2.0340645,scribes
-33.002377,-0.7634532,2.079781,arrival
19.357458,-17.252651,-2.1844742,preached
19.189934,-1.493603,-11.990812,bind
-24.445894,5.813418,4.1417136,sending
29.590021,-12.678358,-2.4918869,ishmael
14.927684,18.209307,-6.0289955,roof
31.254404,7.681672,-7.252975,covering
-12.764161,-21.632475,4.768893,consent
4.970327,17.21874,-16.486486,lights
-0.852274,26.428059,-8.33178,silently
-24.50519,8.926777,9.195262,begged
30.737186,-11.428996,-9.322512,instruments
-1.4795696,-18.94586,8.51709,whoever
-13.126539,-4.910922,11.766425,notion
-9.187685,7.850847,-14.588143,awful
25.84883,2.412217,-5.393764,treasures
18.365986,-8.645628,-2.888905,forty_years
-21.901842,-13.76062,-12.759199,importance
19.87604,4.2889166,-6.1385627,heap
4.840704,-12.861617,-18.188896,grief
31.538935,4.4421163,-9.356445,thereon
-21.35671,22.97309,-4.3698516,mile
-6.679409,12.1246605,18.76353,dull
-4.832141,16.537031,-13.640003,motion
27.71005,-1.9016749,6.495401,bethel
19.225203,-15.936904,0.17712928,baptized
-11.2392435,-13.069235,8.2187395,asking
-23.238789,-20.823896,5.196612,intended
-35.712833,3.6551352,-2.3686383,o_clock
-33.371403,4.657307,4.107135,abbey
9.384716,31.425018,1.9997721,surface
-27.472416,-14.476054,-1.4647595,regret
-19.671713,-9.5682745,12.752984,unhappy
-23.3455,4.074445,17.429758,mrs_theresa
-5.730196,9.258659,-3.9717224,fishery
-23.390194,3.415001,-3.0547633,gained
21.6917,8.721912,-16.134972,grapes
-0.3804528,-2.8682034,10.009503,instrument
-3.5264962,11.654526,-24.272438,mixed
-0.55991596,28.573149,-0.79596853,swiftly
25.86692,6.372542,-14.333046,asses
22.165274,0.5744123,-19.041353,washed
-33.88382,1.1572466,3.995796,lyme
9.406634,-24.643307,-7.6667128,inherit
4.321429,1.6951858,1.5360107,wandering
22.68303,-22.70554,-0.3642034,53
-20.170467,2.5178676,15.942212,earnestly
29.669382,16.632254,-4.549312,corners
-4.9812903,-12.280389,8.618115,wretched
-25.273708,9.151298,-4.080687,melancholy
11.276316,28.350061,10.288115,wore
-26.08745,-12.883294,12.079334,inclined
-13.268772,-12.502315,-7.6124344,example
14.060928,26.274544,0.89527893,coloured
-29.106739,0.15952565,12.023721,mrs_musgrove
14.723834,-20.190475,-12.957114,forgiven
16.31222,-8.405936,-12.188973,habitation
30.050907,10.618178,-6.2856174,rings
36.164536,-7.099864,-2.4453955,six_hundred
-18.54828,16.965776,-11.422586,size
3.668033,18.330326,-3.316501,narrow
-16.733147,-16.49999,9.669712,suspect
-27.999914,-4.4945564,5.388735,instance
-3.9186845,13.990421,24.260166,green_forest
22.833557,4.113575,-2.146301,pitch
5.444355,-10.135853,3.6023004,tidings
15.331323,7.091467,-13.963046,dried
1.8402802,-0.050161753,-2.452343,seeking
17.544514,-21.565344,-8.919145,redeemed
16.924765,16.318958,0.46546426,wet
13.689382,-4.757578,18.186743,keeping
-9.698211,-16.804161,1.7467902,ignorant
-2.0297244,32.810127,-4.094516,monster
20.310612,1.8931642,5.303519,horsemen
-15.889846,-13.675706,-3.2434666,ignorance
4.385953,11.649864,-15.379547,endless
14.935434,6.3977675,9.885239,arrows
0.45804405,9.808364,-17.77038,unseen
-9.775207,-21.805155,-12.062513,played
6.684726,13.308486,17.724646,bottle
2.3625534,2.700979,-12.376945,native
-23.396778,-4.752854,-15.405509,estate
26.139631,-7.753175,5.956958,chaldeans
-12.702735,9.684447,22.997011,cat
-10.742984,9.785234,-9.8664055,marked
26.931702,-17.91144,-2.287692,abimelech
1.3639292,-22.652464,14.869086,downe
-31.473969,-4.431207,10.408847,mrs_clay
2.649244,4.8399477,14.03678,stuff
-17.820314,-6.9007225,14.378963,good_natured
14.104735,17.19169,-11.200863,soil
-18.384756,-14.397953,10.19607,depend
22.426706,-10.284354,-14.575923,sanctified
-29.682146,-12.323895,-2.200687,anxiety
-5.27744,25.715858,10.45863,softly
-26.817856,-10.243332,-6.3253655,immediate
22.011961,5.844212,-0.018320408,compass
-19.71798,-6.3228774,19.318953,lucky
6.713502,5.0746717,7.5575776,stroke
11.8026495,17.275152,-11.21837,ice
15.561028,0.27367365,-12.478456,belly
1.0140725,13.762811,-12.52722,solitary
29.732695,12.150872,-6.501116,cherubims
-21.51804,0.092897385,7.2724857,prize
19.164297,-24.40834,1.1724774,57
33.53064,-9.553704,-2.0058954,noah
29.531694,-0.47399902,-9.737614,baal
22.616264,-10.565199,1.762761,chief_priests
9.684177,-4.0333505,14.02308,ride
-5.177767,-14.31331,2.669468,sentence
26.0194,-0.6527609,7.330565,jericho
-29.77913,-10.671856,-4.0999227,severe
3.8626676,27.135315,-6.252382,hollow
10.59821,14.820351,-16.798714,western
-7.544681,-13.391612,5.5405703,pains
-7.122307,-13.985366,-25.396326,eldest
-4.5764337,18.514687,22.596464,fox
12.694253,-1.63323,-4.405019,fed
-15.335492,-8.23381,20.21937,mamma
-28.296988,-5.9973245,-8.754222,enjoyment
19.440308,0.20431505,1.3750919,bands
28.446753,6.554267,-6.248421,cedar
-3.0933776,-14.707063,-8.6725025,minds
-10.671622,-20.701267,-19.221031,prevailed
-6.703359,7.0662103,18.22056,uniform
-21.934137,7.4910836,21.076487,whispered
0.339758,2.9955878,7.2714186,rude
17.449709,-18.885088,-10.988569,sworn
-22.076601,5.621526,-13.42915,horror
-19.777014,-13.13309,-11.436303,dignity
-3.3478754,-6.013816,-12.991216,ours
7.3716197,-25.28351,-12.868086,loveth
-16.814543,11.812859,20.110708,dr_bull
-18.752623,-2.3790858,-14.715139,objects
-18.601736,-18.30052,5.396586,afford
-16.993639,-7.4783883,13.571956,silly
-5.307418,-24.600073,-15.257581,dealt
-21.786917,-7.567474,2.0618246,naturally
15.357421,-11.741369,8.368937,council
-33.731598,0.65760446,-5.0352116,period
12.298939,12.392371,4.8518167,weapons
22.179966,-7.4938817,-7.9525657,kingdoms
-29.186897,0.29959986,14.382602,musgrove
5.555853,26.34428,-6.3041425,flames
-19.597967,5.8412476,3.4090967,accident
-12.649389,17.554037,-13.21881,smooth
17.518755,-26.962944,2.1684344,59
-25.33831,-20.381588,-9.128629,imagination
2.5548184,22.188406,-3.6567135,fro
-0.38816148,-15.586898,-10.156246,doings
-34.530937,-8.5044775,-8.667031,grateful
-5.188297,28.563793,10.687887,jumped
1.9863796,-8.5136595,-16.670729,despair
19.292124,-0.6699987,-9.291759,consume
-8.967075,19.609776,-11.2455845,shock
4.552514,-21.133783,16.855322,heauen
-14.967853,6.371944,7.381064,belonged
0.41866004,-22.757933,-15.000326,redeem
28.538837,-17.124685,-3.0227623,shechem
-19.820251,-5.259802,6.603311,elegant
-27.956585,-9.633812,9.134067,disappointed
-5.342975,-23.39721,-7.037589,charity
-23.60565,-9.849459,-3.415536,suspicion
19.815119,-26.218239,-4.6147394,howbeit
-13.255034,-1.6971765,-10.297317,outward
1.7437042,0.4764807,-15.843278,infinite
30.064716,0.986562,5.46995,coasts
28.051392,-17.801022,2.6459239,conceived
22.992218,-19.241657,5.6469088,balaam
-3.0238304,9.452249,1.1889157,france
-20.278715,4.993582,18.70117,shortly
28.529772,-12.450291,4.432619,abner
16.22816,-11.495767,-6.7088127,possessed
-3.9041517,30.588263,5.3049397,swung
-14.823567,-1.4089711,-16.692055,rank
-20.457745,17.497618,10.232668,hastily
-6.1013722,-19.42232,-16.852787,grieved
-21.75291,-11.277092,-5.300804,hers
-7.648532,4.9176784,-8.100802,points
6.2581773,22.79257,-12.928851,twilight
-10.590458,26.280687,9.754703,abruptly
7.876503,24.586952,-14.714278,noon
-10.298434,-25.425411,4.7230797,request
0.8879649,-18.503078,-10.859899,profit
2.3723438,19.602505,11.384456,bar
6.9120398,-11.907473,-15.881475,afflicted
10.452747,21.806517,2.292068,centre
5.299074,-1.2690339,20.912151,qu
0.2923781,14.275335,-9.157608,sailing
-10.471147,-13.364549,-6.547932,restored
2.3917487,-19.331062,4.978264,freely
-10.796052,-2.9006715,15.396861,isn_t
2.2305462,-13.96683,-14.260182,tongues
-28.644611,-2.8184235,-4.3999357,receiving
14.014475,-1.8505281,-0.90277743,goods
16.482502,-2.6922965,-19.057167,issue
-8.912469,6.976416,-4.095997,original
-5.5963445,-7.421942,-1.5819424,absent
-28.548075,-15.631606,5.9530735,useful
2.6766589,11.789318,22.08505,bill
-18.181362,-23.643282,-2.459792,acknowledge
-0.5105926,-23.701801,-1.2598894,forbid
6.601516,31.403645,9.130207,cutting
-20.116673,11.548138,17.807812,tarlton
2.591262,-21.282656,-4.112774,forsake
-5.874636,11.752874,-2.0160985,sperm
